tank,date,climate,drying,treatment,species,svl,mass,time,cumulative,prop.meta,devel.rate,final.stage,algaemass
39,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.398,47,11,0.366666667,0.404255319,45,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,15.0,0.304,47,11,0.366666667,0.404255319,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,14.0,0.286,47,11,0.366666667,0.404255319,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,17.0,0.396,47,11,0.366666667,0.404255319,45,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.384,47,11,0.366666667,0.404255319,45,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.259,49,15,0.5,0.387755102,46,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.259,49,15,0.5,0.387755102,45,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.299,49,15,0.5,0.387755102,46,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.285,49,15,0.5,0.387755102,46,0.0
39,6/29/2012,warming,perm,warming + slow,treefrog,15.5,0.345,51,18,0.6,0.37254902,46,0.0
39,6/29/2012,warming,perm,warming + slow,treefrog,15.5,0.34,51,18,0.6,0.37254902,46,0.0
39,6/29/2012,warming,perm,warming + slow,treefrog,17.0,0.355,51,18,0.6,0.37254902,46,0.0
39,7/2/2012,warming,perm,warming + slow,treefrog,16.0,0.36,54,21,0.7,0.351851852,46,0.0
39,7/2/2012,warming,perm,warming + slow,treefrog,16.5,0.37,54,21,0.7,0.351851852,46,0.0
39,7/2/2012,warming,perm,warming + slow,treefrog,18.0,0.409,54,21,0.7,0.351851852,46,0.0
39,7/4/2012,warming,perm,warming + slow,treefrog,17.0,0.386,56,24,0.8,0.339285714,46,0.0
39,7/4/2012,warming,perm,warming + slow,treefrog,16.0,0.433,56,24,0.8,0.339285714,45,0.0
39,7/4/2012,warming,perm,warming + slow,treefrog,17.0,0.407,56,24,0.8,0.339285714,45,0.0
39,7/11/2012,warming,perm,warming + slow,treefrog,17.0,0.414,63,25,0.833333333,0.301587302,46,0.0
40,7/5/2012,no warming,temp,no warming + fast,treefrog,16.0,0.373,57,2,0.066666667,0.333333333,46,0.9124
40,7/5/2012,no warming,temp,no warming + fast,treefrog,16.0,0.339,57,2,0.066666667,0.333333333,46,0.9124
40,7/6/2012,no warming,temp,no warming + fast,treefrog,14.0,0.335,58,3,0.1,0.327586207,46,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,17.0,0.34,61,7,0.233333333,0.31147541,46,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,17.0,0.39,61,7,0.233333333,0.31147541,46,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,16.0,0.422,61,7,0.233333333,0.31147541,45,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,15.5,0.364,61,7,0.233333333,0.31147541,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,15.0,0.375,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,15.5,0.323,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,14.0,0.253,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.36,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.35,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,15.5,0.309,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.39,63,14,0.466666667,0.301587302,45,0.9124
40,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.29,65,17,0.566666667,0.292307692,46,0.9124
40,7/13/2012,no warming,temp,no warming + fast,treefrog,15.0,0.299,65,17,0.566666667,0.292307692,46,0.9124
40,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.36,65,17,0.566666667,0.292307692,46,0.9124
40,7/14/2012,no warming,temp,no warming + fast,treefrog,15.0,0.34,66,18,0.6,0.287878788,45,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,16.0,0.348,68,23,0.766666667,0.279411765,45,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.316,68,23,0.766666667,0.279411765,46,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,17.0,0.36,68,23,0.766666667,0.279411765,46,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.348,68,23,0.766666667,0.279411765,45,0.9124
40,7/17/2012,no warming,temp,no warming + fast,treefrog,16.0,0.379,69,25,0.833333333,0.275362319,46,0.9124
40,7/17/2012,no warming,temp,no warming + fast,treefrog,15.0,0.346,69,25,0.833333333,0.275362319,45,0.9124
40,7/19/2012,no warming,temp,no warming + fast,treefrog,15.0,0.315,71,26,0.866666667,0.267605634,46,0.9124
40,7/25/2012,no warming,temp,no warming + fast,treefrog,15.0,0.332,75,27,0.9,0.253333333,45,0.9124
41,7/6/2012,warming,perm,warming + slow,spadefoot,16.0,0.526,58,1,0.033333333,0.327586207,45,2.8155
41,7/8/2012,warming,perm,warming + slow,spadefoot,18.5,0.662,60,2,0.066666667,0.316666667,45,2.8155
41,7/11/2012,warming,perm,warming + slow,spadefoot,15.0,0.56,63,5,0.166666667,0.301587302,45,2.8155
41,7/11/2012,warming,perm,warming + slow,spadefoot,16.0,0.6,63,5,0.166666667,0.301587302,45,2.8155
41,7/11/2012,warming,perm,warming + slow,spadefoot,19.0,0.61,63,5,0.166666667,0.301587302,45,2.8155
41,7/13/2012,warming,perm,warming + slow,spadefoot,15.5,0.32,65,10,0.333333333,0.292307692,46,2.8155
41,7/13/2012,warming,perm,warming + slow,spadefoot,17.0,0.493,65,10,0.333333333,0.292307692,46,2.8155
41,7/13/2012,warming,perm,warming + slow,spadefoot,16.0,0.515,65,10,0.333333333,0.292307692,46,2.8155
41,7/16/2012,warming,perm,warming + slow,spadefoot,16.5,0.48,68,12,0.4,0.279411765,46,2.8155
41,7/16/2012,warming,perm,warming + slow,spadefoot,16.0,0.448,68,12,0.4,0.279411765,46,2.8155
41,7/17/2012,warming,perm,warming + slow,spadefoot,15.5,0.405,69,13,0.433333333,0.275362319,46,2.8155
41,7/19/2012,warming,perm,warming + slow,spadefoot,15.0,0.543,71,14,0.466666667,0.267605634,45,2.8155
41,7/30/2012,warming,perm,warming + slow,spadefoot,18.0,0.619,80,16,0.533333333,0.2375,46,2.8155
41,7/30/2012,warming,perm,warming + slow,spadefoot,18.0,0.626,80,16,0.533333333,0.2375,46,2.8155
42,7/16/2012,no warming,perm,no warming + slow,redlegged,19.5,0.48,68,2,0.066666667,0.279411765,45,1.9954
42,7/16/2012,no warming,perm,no warming + slow,redlegged,19.0,0.508,68,2,0.066666667,0.279411765,46,1.9954
42,7/20/2012,no warming,perm,no warming + slow,redlegged,22.0,0.81,72,3,0.1,0.263888889,45,1.9954
42,7/22/2012,no warming,perm,no warming + slow,redlegged,17.0,0.399,74,4,0.133333333,0.256756757,46,1.9954
42,7/23/2012,no warming,perm,no warming + slow,redlegged,17.5,0.438,75,6,0.2,0.253333333,45,1.9954
42,7/23/2012,no warming,perm,no warming + slow,redlegged,16.0,0.365,75,6,0.2,0.253333333,45,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.395,75,11,0.366666667,0.253333333,46,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.45,75,11,0.366666667,0.253333333,45,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,18.0,0.5,75,11,0.366666667,0.253333333,46,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.339,75,11,0.366666667,0.253333333,46,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,19.0,0.507,75,11,0.366666667,0.253333333,46,1.9954
42,7/27/2012,no warming,perm,no warming + slow,redlegged,16.0,0.359,77,12,0.4,0.246753247,46,1.9954
42,7/29/2012,no warming,perm,no warming + slow,redlegged,18.0,0.52,79,14,0.466666667,0.240506329,45,1.9954
42,7/29/2012,no warming,perm,no warming + slow,redlegged,17.0,0.5,79,14,0.466666667,0.240506329,45,1.9954
42,7/30/2012,no warming,perm,no warming + slow,redlegged,18.0,0.454,80,15,0.5,0.2375,46,1.9954
42,8/6/2012,no warming,perm,no warming + slow,redlegged,18.5,0.55,87,16,0.533333333,0.218390805,46,1.9954
42,8/11/2012,no warming,perm,no warming + slow,redlegged,21.5,0.724,92,17,0.566666667,0.206521739,46,1.9954
42,8/12/2012,no warming,perm,no warming + slow,redlegged,21.0,0.785,93,18,0.6,0.204301075,45,1.9954
42,8/13/2012,no warming,perm,no warming + slow,redlegged,19.5,0.79,94,19,0.633333333,0.20212766,45,1.9954
43,6/19/2012,warming,perm,warming + slow,treefrog,14.5,0.24,42,3,0.1,0.452380952,45,0.0
43,6/19/2012,warming,perm,warming + slow,treefrog,17.0,0.35,42,3,0.1,0.452380952,46,0.0
43,6/19/2012,warming,perm,warming + slow,treefrog,15.0,0.3,42,3,0.1,0.452380952,46,0.0
43,6/21/2012,warming,perm,warming + slow,treefrog,15.0,0.271,44,5,0.166666667,0.431818182,46,0.0
43,6/21/2012,warming,perm,warming + slow,treefrog,16.0,0.283,44,5,0.166666667,0.431818182,46,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,14.5,0.275,45,10,0.333333333,0.422222222,45,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,15.0,0.31,45,10,0.333333333,0.422222222,46,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,14.0,0.253,45,10,0.333333333,0.422222222,46,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,14.0,0.27,45,10,0.333333333,0.422222222,45,0.0
43,6/25/2012,warming,perm,warming + slow,treefrog,25.0,0.27,47,12,0.4,0.404255319,46,0.0
43,6/25/2012,warming,perm,warming + slow,treefrog,15.5,0.313,47,12,0.4,0.404255319,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.319,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.32,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.34,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.256,49,19,0.633333333,0.387755102,45,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.342,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.376,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.292,49,19,0.633333333,0.387755102,46,0.0
43,6/29/2012,warming,perm,warming + slow,treefrog,15.0,0.289,51,22,0.733333333,0.37254902,46,0.0
43,6/29/2012,warming,perm,warming + slow,treefrog,15.0,0.325,51,22,0.733333333,0.37254902,46,0.0
43,6/29/2012,warming,perm,warming + slow,treefrog,15.5,0.279,51,22,0.733333333,0.37254902,46,0.0
43,7/2/2012,warming,perm,warming + slow,treefrog,17.5,0.4,54,25,0.833333333,0.351851852,45,0.0
43,7/2/2012,warming,perm,warming + slow,treefrog,15.0,0.246,54,25,0.833333333,0.351851852,46,0.0
43,7/2/2012,warming,perm,warming + slow,treefrog,16.0,0.424,54,25,0.833333333,0.351851852,46,0.0
43,7/5/2012,warming,perm,warming + slow,treefrog,16.0,0.333,57,27,0.9,0.333333333,46,0.0
43,7/5/2012,warming,perm,warming + slow,treefrog,16.0,0.341,57,27,0.9,0.333333333,46,0.0
43,7/8/2012,warming,perm,warming + slow,treefrog,16.0,0.324,60,30,1.0,0.316666667,46,0.0
43,7/8/2012,warming,perm,warming + slow,treefrog,15.0,0.332,60,30,1.0,0.316666667,46,0.0
43,7/8/2012,warming,perm,warming + slow,treefrog,17.0,0.377,60,30,1.0,0.316666667,46,0.0
44,6/27/2012,warming,perm,warming + slow,spadefoot,19.0,1.119,49,3,0.1,0.387755102,46,0.0
44,6/27/2012,warming,perm,warming + slow,spadefoot,20.0,1.111,49,3,0.1,0.387755102,45,0.0
44,6/27/2012,warming,perm,warming + slow,spadefoot,20.0,1.12,49,3,0.1,0.387755102,46,0.0
44,7/1/2012,warming,perm,warming + slow,spadefoot,17.0,0.599,53,4,0.133333333,0.358490566,45,0.0
44,7/5/2012,warming,perm,warming + slow,spadefoot,20.0,0.88,57,6,0.2,0.333333333,45,0.0
44,7/5/2012,warming,perm,warming + slow,spadefoot,20.0,0.94,57,6,0.2,0.333333333,45,0.0
44,7/16/2012,warming,perm,warming + slow,spadefoot,22.0,1.37,68,8,0.266666667,0.279411765,46,0.0
44,7/16/2012,warming,perm,warming + slow,spadefoot,22.0,1.124,68,8,0.266666667,0.279411765,46,0.0
44,8/1/2012,warming,perm,warming + slow,spadefoot,25.0,1.58,82,9,0.3,0.231707317,45,0.0
45,7/8/2012,no warming,perm,no warming + slow,treefrog,16.0,0.372,60,1,0.033333333,0.316666667,45,1.6227
45,7/9/2012,no warming,perm,no warming + slow,treefrog,15.0,0.337,61,2,0.066666667,0.31147541,45,1.6227
45,7/11/2012,no warming,perm,no warming + slow,treefrog,17.0,0.383,63,6,0.2,0.301587302,46,1.6227
45,7/11/2012,no warming,perm,no warming + slow,treefrog,17.0,0.318,63,6,0.2,0.301587302,45,1.6227
45,7/11/2012,no warming,perm,no warming + slow,treefrog,17.0,0.39,63,6,0.2,0.301587302,46,1.6227
45,7/11/2012,no warming,perm,no warming + slow,treefrog,18.0,0.426,63,6,0.2,0.301587302,46,1.6227
45,7/13/2012,no warming,perm,no warming + slow,treefrog,16.0,0.344,65,8,0.266666667,0.292307692,46,1.6227
45,7/13/2012,no warming,perm,no warming + slow,treefrog,16.0,0.325,65,8,0.266666667,0.292307692,46,1.6227
45,7/16/2012,no warming,perm,no warming + slow,treefrog,16.0,0.3,68,14,0.466666667,0.279411765,46,1.6227
45,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.297,68,14,0.466666667,0.279411765,46,1.6227
45,7/16/2012,no warming,perm,no warming + slow,treefrog,17.5,0.396,68,14,0.466666667,0.279411765,46,1.6227
45,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.338,68,14,0.466666667,0.279411765,45,1.6227
45,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.297,68,14,0.466666667,0.279411765,46,1.6227
45,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.296,68,14,0.466666667,0.279411765,46,1.6227
45,7/17/2012,no warming,perm,no warming + slow,treefrog,16.0,0.33,69,16,0.533333333,0.275362319,45,1.6227
45,7/17/2012,no warming,perm,no warming + slow,treefrog,16.0,0.4,69,16,0.533333333,0.275362319,45,1.6227
45,7/19/2012,no warming,perm,no warming + slow,treefrog,17.0,0.363,71,18,0.6,0.267605634,46,1.6227
45,7/19/2012,no warming,perm,no warming + slow,treefrog,17.5,0.414,71,18,0.6,0.267605634,46,1.6227
45,7/22/2012,no warming,perm,no warming + slow,treefrog,16.0,0.35,74,19,0.633333333,0.256756757,46,1.6227
45,7/25/2012,no warming,perm,no warming + slow,treefrog,17.5,0.519,75,21,0.7,0.253333333,46,1.6227
45,7/25/2012,no warming,perm,no warming + slow,treefrog,17.0,0.429,75,21,0.7,0.253333333,45,1.6227
45,7/27/2012,no warming,perm,no warming + slow,treefrog,16.0,0.405,77,22,0.733333333,0.246753247,46,1.6227
45,7/30/2012,no warming,perm,no warming + slow,treefrog,18.0,0.45,80,25,0.833333333,0.2375,45,1.6227
45,7/30/2012,no warming,perm,no warming + slow,treefrog,17.5,0.377,80,25,0.833333333,0.2375,46,1.6227
45,7/30/2012,no warming,perm,no warming + slow,treefrog,16.5,0.404,80,25,0.833333333,0.2375,46,1.6227
46,7/8/2012,no warming,temp,no warming + fast,treefrog,17.5,0.433,60,2,0.066666667,0.316666667,46,1.0434
46,7/8/2012,no warming,temp,no warming + fast,treefrog,14.0,0.281,60,2,0.066666667,0.316666667,45,1.0434
46,7/11/2012,no warming,temp,no warming + fast,treefrog,15.5,0.234,63,5,0.166666667,0.301587302,46,1.0434
46,7/11/2012,no warming,temp,no warming + fast,treefrog,15.5,0.327,63,5,0.166666667,0.301587302,45,1.0434
46,7/11/2012,no warming,temp,no warming + fast,treefrog,15.0,0.34,63,5,0.166666667,0.301587302,45,1.0434
46,7/13/2012,no warming,temp,no warming + fast,treefrog,14.0,0.266,65,11,0.366666667,0.292307692,46,1.0434
46,7/13/2012,no warming,temp,no warming + fast,treefrog,15.0,0.275,65,11,0.366666667,0.292307692,46,1.0434
46,7/13/2012,no warming,temp,no warming + fast,treefrog,17.0,0.414,65,11,0.366666667,0.292307692,46,1.0434
46,7/13/2012,no warming,temp,no warming + fast,treefrog,14.5,0.265,65,11,0.366666667,0.292307692,46,1.0434
46,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.43,65,11,0.366666667,0.292307692,46,1.0434
46,7/16/2012,no warming,temp,no warming + fast,treefrog,18.5,0.297,68,18,0.6,0.279411765,46,1.0434
46,7/16/2012,no warming,temp,no warming + fast,treefrog,12.5,0.235,68,18,0.6,0.279411765,46,1.0434
46,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.318,68,18,0.6,0.279411765,46,1.0434
46,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.275,68,18,0.6,0.279411765,46,1.0434
46,7/16/2012,no warming,temp,no warming + fast,treefrog,14.5,0.305,68,18,0.6,0.279411765,46,1.0434
46,7/16/2012,no warming,temp,no warming + fast,treefrog,14.0,0.2,68,18,0.6,0.279411765,46,1.0434
46,7/19/2012,no warming,temp,no warming + fast,treefrog,15.5,0.286,71,22,0.733333333,0.267605634,46,1.0434
46,7/19/2012,no warming,temp,no warming + fast,treefrog,15.0,0.32,71,22,0.733333333,0.267605634,46,1.0434
46,7/19/2012,no warming,temp,no warming + fast,treefrog,15.0,0.3,71,22,0.733333333,0.267605634,46,1.0434
46,7/19/2012,no warming,temp,no warming + fast,treefrog,14.5,0.286,71,22,0.733333333,0.267605634,46,1.0434
46,7/23/2012,no warming,temp,no warming + fast,treefrog,16.0,0.385,75,23,0.766666667,0.253333333,45,1.0434
46,7/24/2012,no warming,temp,no warming + fast,treefrog,16.0,0.408,76,24,0.8,0.25,45,1.0434
47,7/16/2012,no warming,temp,no warming + fast,redlegged,20.0,0.559,68,1,0.033333333,0.279411765,45,0.0
47,7/17/2012,no warming,temp,no warming + fast,redlegged,18.0,0.488,69,3,0.1,0.275362319,45,0.0
47,7/17/2012,no warming,temp,no warming + fast,redlegged,16.0,0.395,69,3,0.1,0.275362319,45,0.0
47,7/19/2012,no warming,temp,no warming + fast,redlegged,16.5,0.38,71,6,0.2,0.267605634,45,0.0
47,7/19/2012,no warming,temp,no warming + fast,redlegged,17.0,0.34,71,6,0.2,0.267605634,45,0.0
47,7/19/2012,no warming,temp,no warming + fast,redlegged,16.5,0.405,71,6,0.2,0.267605634,45,0.0
47,7/22/2012,no warming,temp,no warming + fast,redlegged,17.0,0.366,74,12,0.4,0.256756757,46,0.0
47,7/22/2012,no warming,temp,no warming + fast,redlegged,17.0,0.367,74,12,0.4,0.256756757,46,0.0
47,7/22/2012,no warming,temp,no warming + fast,redlegged,16.0,0.389,74,12,0.4,0.256756757,46,0.0
47,7/22/2012,no warming,temp,no warming + fast,redlegged,15.0,0.327,74,12,0.4,0.256756757,46,0.0
47,7/22/2012,no warming,temp,no warming + fast,redlegged,18.0,0.388,74,12,0.4,0.256756757,46,0.0
47,7/22/2012,no warming,temp,no warming + fast,redlegged,15.5,0.38,74,12,0.4,0.256756757,46,0.0
47,7/23/2012,no warming,temp,no warming + fast,redlegged,17.0,0.45,75,14,0.466666667,0.253333333,45,0.0
47,7/23/2012,no warming,temp,no warming + fast,redlegged,17.0,0.498,75,14,0.466666667,0.253333333,45,0.0
47,7/25/2012,no warming,temp,no warming + fast,redlegged,16.5,0.37,75,15,0.5,0.253333333,45,0.0
47,7/27/2012,no warming,temp,no warming + fast,redlegged,18.0,0.515,77,17,0.566666667,0.246753247,45,0.0
47,7/27/2012,no warming,temp,no warming + fast,redlegged,17.0,0.424,77,17,0.566666667,0.246753247,45,0.0
47,7/30/2012,no warming,temp,no warming + fast,redlegged,18.0,0.368,80,22,0.733333333,0.2375,46,0.0
47,7/30/2012,no warming,temp,no warming + fast,redlegged,17.0,0.384,80,22,0.733333333,0.2375,46,0.0
47,7/30/2012,no warming,temp,no warming + fast,redlegged,16.0,0.393,80,22,0.733333333,0.2375,46,0.0
47,7/30/2012,no warming,temp,no warming + fast,redlegged,18.5,0.515,80,22,0.733333333,0.2375,46,0.0
47,7/30/2012,no warming,temp,no warming + fast,redlegged,17.0,0.35,80,22,0.733333333,0.2375,46,0.0
48,7/19/2012,no warming,temp,no warming + fast,redlegged,18.5,0.543,71,4,0.133333333,0.267605634,46,0.5774
48,7/19/2012,no warming,temp,no warming + fast,redlegged,21.0,0.896,71,4,0.133333333,0.267605634,45,0.5774
48,7/19/2012,no warming,temp,no warming + fast,redlegged,17.5,0.43,71,4,0.133333333,0.267605634,46,0.5774
48,7/19/2012,no warming,temp,no warming + fast,redlegged,18.5,0.445,71,4,0.133333333,0.267605634,45,0.5774
48,7/20/2012,no warming,temp,no warming + fast,redlegged,19.0,0.555,72,5,0.166666667,0.263888889,46,0.5774
48,7/22/2012,no warming,temp,no warming + fast,redlegged,16.0,0.37,74,8,0.266666667,0.256756757,46,0.5774
48,7/22/2012,no warming,temp,no warming + fast,redlegged,17.0,0.396,74,8,0.266666667,0.256756757,46,0.5774
48,7/22/2012,no warming,temp,no warming + fast,redlegged,18.0,0.507,74,8,0.266666667,0.256756757,46,0.5774
48,7/23/2012,no warming,temp,no warming + fast,redlegged,19.0,0.605,75,10,0.333333333,0.253333333,45,0.5774
48,7/23/2012,no warming,temp,no warming + fast,redlegged,17.0,0.548,75,10,0.333333333,0.253333333,45,0.5774
48,7/25/2012,no warming,temp,no warming + fast,redlegged,19.0,0.63,75,14,0.466666667,0.253333333,45,0.5774
48,7/25/2012,no warming,temp,no warming + fast,redlegged,19.0,0.61,75,14,0.466666667,0.253333333,45,0.5774
48,7/25/2012,no warming,temp,no warming + fast,redlegged,18.0,0.52,75,14,0.466666667,0.253333333,45,0.5774
48,7/25/2012,no warming,temp,no warming + fast,redlegged,17.5,0.49,75,14,0.466666667,0.253333333,45,0.5774
48,7/27/2012,no warming,temp,no warming + fast,redlegged,18.0,0.509,77,17,0.566666667,0.246753247,45,0.5774
48,7/27/2012,no warming,temp,no warming + fast,redlegged,18.0,0.444,77,17,0.566666667,0.246753247,45,0.5774
48,7/27/2012,no warming,temp,no warming + fast,redlegged,18.0,0.53,77,17,0.566666667,0.246753247,45,0.5774
48,7/30/2012,no warming,temp,no warming + fast,redlegged,16.5,0.418,80,20,0.666666667,0.2375,45,0.5774
48,7/30/2012,no warming,temp,no warming + fast,redlegged,20.0,0.71,80,20,0.666666667,0.2375,45,0.5774
48,7/30/2012,no warming,temp,no warming + fast,redlegged,18.0,0.63,80,20,0.666666667,0.2375,45,0.5774
48,8/1/2012,no warming,temp,no warming + fast,redlegged,17.0,0.63,82,23,0.766666667,0.231707317,45,0.5774
48,8/1/2012,no warming,temp,no warming + fast,redlegged,19.0,0.68,82,23,0.766666667,0.231707317,45,0.5774
48,8/1/2012,no warming,temp,no warming + fast,redlegged,18.0,0.663,82,23,0.766666667,0.231707317,45,0.5774
